,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1305_Z1299_Z1303,221,"['Z1305', 'Z1299', 'Z1303']","['Residential', 'Residential', 'Residential']",960.6997066,158,"[0.4240506329113924, 0.20253164556962025, 0.37341772151898733]",58,"[0.41379310344827586, 0.20689655172413793, 0.3793103448275862]",5,121,251.427,48800
Z1305_Z1299_Z1304,221,"['Z1305', 'Z1299', 'Z1304']","['Residential', 'Residential', 'Residential']",795.7028476,131,"[0.5114503816793893, 0.24427480916030533, 0.24427480916030533]",47,"[0.5106382978723404, 0.2553191489361702, 0.23404255319148937]",4,100,208.254,40700
Z1305_Z1301_Z1303,221,"['Z1305', 'Z1301', 'Z1303']","['Residential', 'Residential', 'Residential']",1181.828031,195,"[0.3435897435897436, 0.35384615384615387, 0.30256410256410254]",71,"[0.3380281690140845, 0.352112676056338, 0.30985915492957744]",6,148,309.284,59900
Z1305_Z1301_Z1304,221,"['Z1305', 'Z1301', 'Z1304']","['Residential', 'Residential', 'Residential']",1016.831172,168,"[0.39880952380952384, 0.4107142857142857, 0.19047619047619047]",60,"[0.4, 0.4166666666666667, 0.18333333333333332]",5,127,266.111,51800
Z1305_Z1303_Z1304,221,"['Z1305', 'Z1303', 'Z1304']","['Residential', 'Residential', 'Residential']",956.4012817,158,"[0.4240506329113924, 0.37341772151898733, 0.20253164556962025]",57,"[0.42105263157894735, 0.38596491228070173, 0.19298245614035087]",5,120,250.299,48800
Z1305_Z1299,221,"['Z1305', 'Z1299']","['Residential', 'Residential']",603.2984595,99,"[0.6767676767676768, 0.32323232323232326]",36,"[0.6666666666666666, 0.3333333333333333]",3,76,157.893,35260
Z1305_Z1301,221,"['Z1305', 'Z1301']","['Residential', 'Residential']",824.4267836,136,"[0.49264705882352944, 0.5073529411764706]",49,"[0.4897959183673469, 0.5102040816326531]",4,103,215.75,42200
Z1305_Z1303,221,"['Z1305', 'Z1303']","['Residential', 'Residential']",763.9968935,126,"[0.5317460317460317, 0.46825396825396826]",46,"[0.5217391304347826, 0.4782608695652174]",4,96,199.938,39200
Z1305_Z1304,221,"['Z1305', 'Z1304']","['Residential', 'Residential']",599.0000346,99,"[0.6767676767676768, 0.32323232323232326]",35,"[0.6857142857142857, 0.3142857142857143]",3,75,156.765,35260
Z1377_Z1300,221,"['Z1377', 'Z1300']","['Residential', 'Residential']",1320.033933,219,"[0.5525114155251142, 0.4474885844748858]",108,"[0.6111111111111112, 0.3888888888888889]",4,235,490.672,67100
Z1476_Z1496_Z1502_Z1504_Z1509,223,"['Z1476', 'Z1496', 'Z1502', 'Z1504', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1078.345873,176,"[0.3465909090909091, 0.18181818181818182, 0.1875, 0.05113636363636364, 0.23295454545454544]",88,"[0.3068181818181818, 0.3068181818181818, 0.13636363636363635, 0.03409090909090909, 0.2159090909090909]",7,184,332.611,54200
Z1476_Z1496_Z1502_Z1504,223,"['Z1476', 'Z1496', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",826.4764001,135,"[0.45185185185185184, 0.23703703703703705, 0.24444444444444444, 0.06666666666666667]",69,"[0.391304347826087, 0.391304347826087, 0.17391304347826086, 0.043478260869565216]",5,146,253.531,41900
Z1476_Z1496_Z1502_Z1509,223,"['Z1476', 'Z1496', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",1019.119466,167,"[0.3652694610778443, 0.19161676646706588, 0.19760479041916168, 0.24550898203592814]",85,"[0.3176470588235294, 0.3176470588235294, 0.1411764705882353, 0.2235294117647059]",6,178,320.2,51500
Z1476_Z1496_Z1504_Z1509,223,"['Z1476', 'Z1496', 'Z1504', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",879.2041898,143,"[0.42657342657342656, 0.22377622377622378, 0.06293706293706294, 0.2867132867132867]",76,"[0.35526315789473684, 0.35526315789473684, 0.039473684210526314, 0.25]",6,159,280.467,44300
Z1476_Z1502_Z1504_Z1509,223,"['Z1476', 'Z1502', 'Z1504', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",880.4942117,144,"[0.4236111111111111, 0.22916666666666666, 0.0625, 0.2847222222222222]",61,"[0.4426229508196721, 0.19672131147540983, 0.04918032786885246, 0.3114754098360656]",6,125,259.902,44600
Z1476_Z1496_Z1502,223,"['Z1476', 'Z1496', 'Z1502']","['Residential', 'Residential', 'Residential']",767.2499934,126,"[0.48412698412698413, 0.25396825396825395, 0.2619047619047619]",66,"[0.4090909090909091, 0.4090909090909091, 0.18181818181818182]",4,140,241.12,39200
Z1476_Z1496_Z1504,223,"['Z1476', 'Z1496', 'Z1504']","['Residential', 'Residential', 'Residential']",627.3347173,102,"[0.5980392156862745, 0.3137254901960784, 0.08823529411764706]",57,"[0.47368421052631576, 0.47368421052631576, 0.05263157894736842]",4,121,201.387,32000
Z1476_Z1496_Z1509,223,"['Z1476', 'Z1496', 'Z1509']","['Residential', 'Residential', 'Residential']",819.9777831,134,"[0.4552238805970149, 0.23880597014925373, 0.30597014925373134]",73,"[0.3698630136986301, 0.3698630136986301, 0.2602739726027397]",5,153,268.056,41600
Z1476_Z1502_Z1504,223,"['Z1476', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential']",628.6247391,103,"[0.5922330097087378, 0.32038834951456313, 0.08737864077669903]",42,"[0.6428571428571429, 0.2857142857142857, 0.07142857142857142]",4,87,180.822,32300
Z1476_Z1502_Z1509,223,"['Z1476', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential']",821.2678049,135,"[0.45185185185185184, 0.24444444444444444, 0.3037037037037037]",58,"[0.46551724137931033, 0.20689655172413793, 0.3275862068965517]",5,119,247.491,41900
Z1476_Z1504_Z1509,223,"['Z1476', 'Z1504', 'Z1509']","['Residential', 'Residential', 'Residential']",681.3525289,111,"[0.5495495495495496, 0.08108108108108109, 0.36936936936936937]",49,"[0.5510204081632653, 0.061224489795918366, 0.3877551020408163]",5,100,207.758,34700
Z1476_Z1496,223,"['Z1476', 'Z1496']","['Residential', 'Residential']",568.1083105,93,"[0.6559139784946236, 0.34408602150537637]",54,"[0.5, 0.5]",3,115,188.976,33220
Z1476_Z1502,223,"['Z1476', 'Z1502']","['Residential', 'Residential']",569.3983324,94,"[0.648936170212766, 0.35106382978723405]",39,"[0.6923076923076923, 0.3076923076923077]",3,81,168.411,33560
Z1476_Z1504,223,"['Z1476', 'Z1504']","['Residential', 'Residential']",429.4830563,70,"[0.8714285714285714, 0.12857142857142856]",30,"[0.9, 0.1]",3,62,128.678,25400
Z1476_Z1509,223,"['Z1476', 'Z1509']","['Residential', 'Residential']",622.1261221,102,"[0.5980392156862745, 0.4019607843137255]",46,"[0.5869565217391305, 0.41304347826086957]",4,94,195.347,32000
Z1479_Z1496_Z1502_Z1511,223,"['Z1479', 'Z1496', 'Z1502', 'Z1511']","['Residential', 'Residential', 'Residential', 'Residential']",946.5752606,155,"[0.23870967741935484, 0.2064516129032258, 0.2129032258064516, 0.3419354838709677]",75,"[0.17333333333333334, 0.36, 0.16, 0.30666666666666664]",5,160,285.604,47900
Z1479_Z1496_Z1502,223,"['Z1479', 'Z1496', 'Z1502']","['Residential', 'Residential', 'Residential']",623.5773786,102,"[0.3627450980392157, 0.3137254901960784, 0.3235294117647059]",52,"[0.25, 0.5192307692307693, 0.23076923076923078]",3,112,184.176,32000
Z1479_Z1496_Z1511,223,"['Z1479', 'Z1496', 'Z1511']","['Residential', 'Residential', 'Residential']",747.4335778,122,"[0.30327868852459017, 0.26229508196721313, 0.4344262295081967]",63,"[0.20634920634920634, 0.42857142857142855, 0.36507936507936506]",4,135,233.46,38000
Z1479_Z1502_Z1511,223,"['Z1479', 'Z1502', 'Z1511']","['Residential', 'Residential', 'Residential']",748.7235997,123,"[0.3008130081300813, 0.2682926829268293, 0.43089430894308944]",48,"[0.2708333333333333, 0.25, 0.4791666666666667]",4,101,212.895,38300
Z1479_Z1496,223,"['Z1479', 'Z1496']","['Residential', 'Residential']",424.4356957,69,"[0.5362318840579711, 0.463768115942029]",40,"[0.325, 0.675]",2,87,132.032,25060
Z1479_Z1502,223,"['Z1479', 'Z1502']","['Residential', 'Residential']",425.7257176,70,"[0.5285714285714286, 0.4714285714285714]",25,"[0.52, 0.48]",2,53,111.467,25400
Z1479_Z1511,223,"['Z1479', 'Z1511']","['Residential', 'Residential']",549.5819168,90,"[0.4111111111111111, 0.5888888888888889]",36,"[0.3611111111111111, 0.6388888888888888]",3,76,160.751,32200
Z1496_Z1476_Z1479_Z1502_Z1504,223,"['Z1496', 'Z1476', 'Z1479', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1053.060435,172,"[0.18604651162790697, 0.3546511627906977, 0.21511627906976744, 0.19186046511627908, 0.05232558139534884]",82,"[0.32926829268292684, 0.32926829268292684, 0.15853658536585366, 0.14634146341463414, 0.036585365853658534]",6,174,312.854,53000
Z1496_Z1476_Z1479_Z1502,223,"['Z1496', 'Z1476', 'Z1479', 'Z1502']","['Residential', 'Residential', 'Residential', 'Residential']",993.8340281,163,"[0.19631901840490798, 0.37423312883435583, 0.22699386503067484, 0.20245398773006135]",79,"[0.34177215189873417, 0.34177215189873417, 0.16455696202531644, 0.1518987341772152]",5,168,300.443,50300
Z1496_Z1476_Z1479_Z1504,223,"['Z1496', 'Z1476', 'Z1479', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",853.9187521,139,"[0.2302158273381295, 0.43884892086330934, 0.26618705035971224, 0.06474820143884892]",70,"[0.38571428571428573, 0.38571428571428573, 0.18571428571428572, 0.04285714285714286]",5,149,260.71,43100
Z1496_Z1476_Z1502_Z1504,223,"['Z1496', 'Z1476', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",826.4764001,135,"[0.23703703703703705, 0.45185185185185184, 0.24444444444444444, 0.06666666666666667]",69,"[0.391304347826087, 0.391304347826087, 0.17391304347826086, 0.043478260869565216]",5,146,253.531,41900
Z1496_Z1479_Z1502_Z1504,223,"['Z1496', 'Z1479', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",682.8037853,111,"[0.2882882882882883, 0.3333333333333333, 0.2972972972972973, 0.08108108108108109]",55,"[0.4909090909090909, 0.23636363636363636, 0.21818181818181817, 0.05454545454545454]",4,118,196.587,34700
Z1496_Z1476_Z1479,223,"['Z1496', 'Z1476', 'Z1479']","['Residential', 'Residential', 'Residential']",794.6923453,130,"[0.24615384615384617, 0.46923076923076923, 0.2846153846153846]",67,"[0.40298507462686567, 0.40298507462686567, 0.19402985074626866]",4,143,248.299,40400
Z1496_Z1476_Z1502,223,"['Z1496', 'Z1476', 'Z1502']","['Residential', 'Residential', 'Residential']",767.2499934,126,"[0.25396825396825395, 0.48412698412698413, 0.2619047619047619]",66,"[0.4090909090909091, 0.4090909090909091, 0.18181818181818182]",4,140,241.12,39200
Z1496_Z1476_Z1504,223,"['Z1496', 'Z1476', 'Z1504']","['Residential', 'Residential', 'Residential']",627.3347173,102,"[0.3137254901960784, 0.5980392156862745, 0.08823529411764706]",57,"[0.47368421052631576, 0.47368421052631576, 0.05263157894736842]",4,121,201.387,32000
Z1496_Z1479_Z1502,223,"['Z1496', 'Z1479', 'Z1502']","['Residential', 'Residential', 'Residential']",623.5773786,102,"[0.3137254901960784, 0.3627450980392157, 0.3235294117647059]",52,"[0.5192307692307693, 0.25, 0.23076923076923078]",3,112,184.176,32000
Z1496_Z1479_Z1504,223,"['Z1496', 'Z1479', 'Z1504']","['Residential', 'Residential', 'Residential']",483.6621025,78,"[0.41025641025641024, 0.47435897435897434, 0.11538461538461539]",43,"[0.627906976744186, 0.3023255813953488, 0.06976744186046512]",3,93,144.443,28120
Z1496_Z1502_Z1504,223,"['Z1496', 'Z1502', 'Z1504']","['Residential', 'Residential', 'Residential']",456.2197506,74,"[0.43243243243243246, 0.44594594594594594, 0.12162162162162163]",42,"[0.6428571428571429, 0.2857142857142857, 0.07142857142857142]",3,90,137.264,26760
Z1496_Z1476,223,"['Z1496', 'Z1476']","['Residential', 'Residential']",568.1083105,93,"[0.34408602150537637, 0.6559139784946236]",54,"[0.5, 0.5]",3,115,188.976,33220
Z1496_Z1479,223,"['Z1496', 'Z1479']","['Residential', 'Residential']",424.4356957,69,"[0.463768115942029, 0.5362318840579711]",40,"[0.675, 0.325]",2,87,132.032,25060
Z1496_Z1502,223,"['Z1496', 'Z1502']","['Residential', 'Residential']",396.9933438,65,"[0.49230769230769234, 0.5076923076923077]",39,"[0.6923076923076923, 0.3076923076923077]",2,84,124.853,23700
Z1496_Z1504,223,"['Z1496', 'Z1504']","['Residential', 'Residential']",257.0780677,41,"[0.7804878048780488, 0.21951219512195122]",30,"[0.9, 0.1]",2,65,85.12,15540
Z1502_Z1476_Z1479_Z1496_Z1504,223,"['Z1502', 'Z1476', 'Z1479', 'Z1496', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1053.060435,172,"[0.19186046511627908, 0.3546511627906977, 0.21511627906976744, 0.18604651162790697, 0.05232558139534884]",82,"[0.14634146341463414, 0.32926829268292684, 0.15853658536585366, 0.32926829268292684, 0.036585365853658534]",6,174,312.854,53000
Z1502_Z1476_Z1479_Z1496,223,"['Z1502', 'Z1476', 'Z1479', 'Z1496']","['Residential', 'Residential', 'Residential', 'Residential']",993.8340281,163,"[0.20245398773006135, 0.37423312883435583, 0.22699386503067484, 0.19631901840490798]",79,"[0.1518987341772152, 0.34177215189873417, 0.16455696202531644, 0.34177215189873417]",5,168,300.443,50300
Z1502_Z1476_Z1479_Z1504,223,"['Z1502', 'Z1476', 'Z1479', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",855.2087739,140,"[0.2357142857142857, 0.4357142857142857, 0.2642857142857143, 0.06428571428571428]",55,"[0.21818181818181817, 0.4909090909090909, 0.23636363636363636, 0.05454545454545454]",5,115,240.145,43400
Z1502_Z1476_Z1496_Z1504,223,"['Z1502', 'Z1476', 'Z1496', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",826.4764001,135,"[0.24444444444444444, 0.45185185185185184, 0.23703703703703705, 0.06666666666666667]",69,"[0.17391304347826086, 0.391304347826087, 0.391304347826087, 0.043478260869565216]",5,146,253.531,41900
Z1502_Z1479_Z1496_Z1504,223,"['Z1502', 'Z1479', 'Z1496', 'Z1504']","['Residential', 'Residential', 'Residential', 'Residential']",682.8037853,111,"[0.2972972972972973, 0.3333333333333333, 0.2882882882882883, 0.08108108108108109]",55,"[0.21818181818181817, 0.23636363636363636, 0.4909090909090909, 0.05454545454545454]",4,118,196.587,34700
Z1502_Z1476_Z1479,223,"['Z1502', 'Z1476', 'Z1479']","['Residential', 'Residential', 'Residential']",795.9823671,131,"[0.25190839694656486, 0.46564885496183206, 0.2824427480916031]",52,"[0.23076923076923078, 0.5192307692307693, 0.25]",4,109,227.734,40700
Z1502_Z1476_Z1496,223,"['Z1502', 'Z1476', 'Z1496']","['Residential', 'Residential', 'Residential']",767.2499934,126,"[0.2619047619047619, 0.48412698412698413, 0.25396825396825395]",66,"[0.18181818181818182, 0.4090909090909091, 0.4090909090909091]",4,140,241.12,39200
Z1502_Z1476_Z1504,223,"['Z1502', 'Z1476', 'Z1504']","['Residential', 'Residential', 'Residential']",628.6247391,103,"[0.32038834951456313, 0.5922330097087378, 0.08737864077669903]",42,"[0.2857142857142857, 0.6428571428571429, 0.07142857142857142]",4,87,180.822,32300
Z1502_Z1479_Z1496,223,"['Z1502', 'Z1479', 'Z1496']","['Residential', 'Residential', 'Residential']",623.5773786,102,"[0.3235294117647059, 0.3627450980392157, 0.3137254901960784]",52,"[0.23076923076923078, 0.25, 0.5192307692307693]",3,112,184.176,32000
Z1502_Z1479_Z1504,223,"['Z1502', 'Z1479', 'Z1504']","['Residential', 'Residential', 'Residential']",484.9521243,79,"[0.4177215189873418, 0.46835443037974683, 0.11392405063291139]",28,"[0.42857142857142855, 0.4642857142857143, 0.10714285714285714]",3,59,123.878,28460
Z1502_Z1496_Z1504,223,"['Z1502', 'Z1496', 'Z1504']","['Residential', 'Residential', 'Residential']",456.2197506,74,"[0.44594594594594594, 0.43243243243243246, 0.12162162162162163]",42,"[0.2857142857142857, 0.6428571428571429, 0.07142857142857142]",3,90,137.264,26760
Z1502_Z1476,223,"['Z1502', 'Z1476']","['Residential', 'Residential']",569.3983324,94,"[0.35106382978723405, 0.648936170212766]",39,"[0.3076923076923077, 0.6923076923076923]",3,81,168.411,33560
Z1502_Z1479,223,"['Z1502', 'Z1479']","['Residential', 'Residential']",425.7257176,70,"[0.4714285714285714, 0.5285714285714286]",25,"[0.48, 0.52]",2,53,111.467,25400
Z1502_Z1496,223,"['Z1502', 'Z1496']","['Residential', 'Residential']",396.9933438,65,"[0.5076923076923077, 0.49230769230769234]",39,"[0.3076923076923077, 0.6923076923076923]",2,84,124.853,23700
Z1502_Z1504,223,"['Z1502', 'Z1504']","['Residential', 'Residential']",258.3680896,42,"[0.7857142857142857, 0.21428571428571427]",15,"[0.8, 0.2]",2,31,64.555,15880
Z1504_Z1476_Z1496_Z1502_Z1509,223,"['Z1504', 'Z1476', 'Z1496', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1078.345873,176,"[0.05113636363636364, 0.3465909090909091, 0.18181818181818182, 0.1875, 0.23295454545454544]",88,"[0.03409090909090909, 0.3068181818181818, 0.3068181818181818, 0.13636363636363635, 0.2159090909090909]",7,184,332.611,54200
Z1504_Z1476_Z1496_Z1502,223,"['Z1504', 'Z1476', 'Z1496', 'Z1502']","['Residential', 'Residential', 'Residential', 'Residential']",826.4764001,135,"[0.06666666666666667, 0.45185185185185184, 0.23703703703703705, 0.24444444444444444]",69,"[0.043478260869565216, 0.391304347826087, 0.391304347826087, 0.17391304347826086]",5,146,253.531,41900
Z1504_Z1476_Z1496_Z1509,223,"['Z1504', 'Z1476', 'Z1496', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",879.2041898,143,"[0.06293706293706294, 0.42657342657342656, 0.22377622377622378, 0.2867132867132867]",76,"[0.039473684210526314, 0.35526315789473684, 0.35526315789473684, 0.25]",6,159,280.467,44300
Z1504_Z1476_Z1502_Z1509,223,"['Z1504', 'Z1476', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",880.4942117,144,"[0.0625, 0.4236111111111111, 0.22916666666666666, 0.2847222222222222]",61,"[0.04918032786885246, 0.4426229508196721, 0.19672131147540983, 0.3114754098360656]",6,125,259.902,44600
Z1504_Z1496_Z1502_Z1509,223,"['Z1504', 'Z1496', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential', 'Residential']",708.0892231,115,"[0.0782608695652174, 0.2782608695652174, 0.28695652173913044, 0.3565217391304348]",61,"[0.04918032786885246, 0.4426229508196721, 0.19672131147540983, 0.3114754098360656]",5,128,216.344,35900
Z1504_Z1476_Z1496,223,"['Z1504', 'Z1476', 'Z1496']","['Residential', 'Residential', 'Residential']",627.3347173,102,"[0.08823529411764706, 0.5980392156862745, 0.3137254901960784]",57,"[0.05263157894736842, 0.47368421052631576, 0.47368421052631576]",4,121,201.387,32000
Z1504_Z1476_Z1502,223,"['Z1504', 'Z1476', 'Z1502']","['Residential', 'Residential', 'Residential']",628.6247391,103,"[0.08737864077669903, 0.5922330097087378, 0.32038834951456313]",42,"[0.07142857142857142, 0.6428571428571429, 0.2857142857142857]",4,87,180.822,32300
Z1504_Z1476_Z1509,223,"['Z1504', 'Z1476', 'Z1509']","['Residential', 'Residential', 'Residential']",681.3525289,111,"[0.08108108108108109, 0.5495495495495496, 0.36936936936936937]",49,"[0.061224489795918366, 0.5510204081632653, 0.3877551020408163]",5,100,207.758,34700
Z1504_Z1496_Z1502,223,"['Z1504', 'Z1496', 'Z1502']","['Residential', 'Residential', 'Residential']",456.2197506,74,"[0.12162162162162163, 0.43243243243243246, 0.44594594594594594]",42,"[0.07142857142857142, 0.6428571428571429, 0.2857142857142857]",3,90,137.264,26760
Z1504_Z1496_Z1509,223,"['Z1504', 'Z1496', 'Z1509']","['Residential', 'Residential', 'Residential']",508.9475403,82,"[0.10975609756097561, 0.3902439024390244, 0.5]",49,"[0.061224489795918366, 0.5510204081632653, 0.3877551020408163]",4,103,164.2,29480
Z1504_Z1502_Z1509,223,"['Z1504', 'Z1502', 'Z1509']","['Residential', 'Residential', 'Residential']",510.2375621,83,"[0.10843373493975904, 0.39759036144578314, 0.4939759036144578]",34,"[0.08823529411764706, 0.35294117647058826, 0.5588235294117647]",4,69,143.635,29820
Z1504_Z1476,223,"['Z1504', 'Z1476']","['Residential', 'Residential']",429.4830563,70,"[0.12857142857142856, 0.8714285714285714]",30,"[0.1, 0.9]",3,62,128.678,25400
